feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
45.51,67.52,52.29,59.85,64.97,56.45,56.83,54.91,63.87,50.99,65.35,61.96,38.78,58.79,92.26,61.29,85.82,81.86,64.35,53.25,64.23,52.39,48.64,85.33,68.29
46.59,50.92,63.94,68.18,66.54,58.09,54.67,60.68,66.49,67.84,52.43,48.91,70.58,67.9,84.27,100.65,89.78,84.86,27.02,67.69,51.89,49.71,82.88,113.78,97.38
48.04,52.21,48.79,59.77,41.87,73.71,51.12,41.9,40.95,50.2,51.77,63.97,44.85,41.59,50.27,60.45,68.92,64.95,74.6,58.93,53.17,77.3,109.91,77.93,74.97
36.88,59.79,33.41,51.57,65.86,52.93,62.97,55.29,53.45,44.72,83.26,53.19,78.5,72.48,76.08,65.43,104.64,41.7,52.58,87.8,84.43,120.38,15.53,78.88,43.62
41.35,54.57,42.37,47.66,40.17,54.44,46.87,68.42,50.21,47.78,65.41,52.13,51.93,68.67,53.38,91.78,82.2,64.05,53.24,75.73,42.24,83.32,61.51,81.08,71.78
40.46,62.48,70.97,66.43,62.35,41.66,41.45,66.99,51.94,53.17,52.3,68.93,60.34,64.4,73.82,60.59,79.63,66.14,64.12,105.31,66.88,38.53,46.22,70.87,55.81
42.94,55.16,49.85,36.92,62.75,66.67,58.47,54.22,72.68,54.69,57.11,36.34,85.64,81.46,73.34,44.79,52.14,44.58,59.28,65.06,98.21,56.75,74.54,92.66,99.93
50.64,45.26,50.2,42.36,31.11,58.4,62.21,61.05,69.24,92.48,86.5,38.9,71.19,43.47,40.79,58.49,78.61,74.97,68.33,67.56,77.0,58.9,66.0,79.21,88.63
53.46,55.98,49.55,49.23,56.16,50.54,41.12,46.45,58.72,75.82,57.35,62.31,45.19,91.79,62.87,90.67,71.01,73.32,67.39,94.21,69.47,54.74,59.98,91.34,67.94
67.28,39.42,74.9,68.85,49.14,31.24,69.53,67.85,51.08,75.37,50.32,61.64,46.25,79.33,69.64,67.28,76.62,76.46,32.42,68.18,70.26,63.85,87.82,94.78,78.2
40.52,53.19,71.7,58.56,45.52,74.78,33.1,56.91,39.43,77.53,50.38,67.5,53.11,62.8,57.36,100.75,54.34,73.3,98.65,99.88,49.89,79.76,108.18,83.43,45.57
61.34,51.63,78.52,42.38,71.89,40.04,49.2,54.14,79.59,45.02,52.49,92.0,69.51,61.47,70.51,79.28,69.37,81.87,49.82,80.82,53.43,86.32,130.22,85.04,58.04
48.75,49.71,51.17,50.28,46.83,48.31,53.52,52.94,67.59,41.66,51.79,63.67,68.91,72.17,79.1,54.39,51.89,64.59,50.43,22.94,67.0,94.93,57.1,51.77,109.95
50.48,50.59,56.4,46.63,44.92,60.66,48.41,57.12,48.75,43.4,41.17,71.57,49.09,89.85,64.46,66.92,27.28,71.83,62.59,93.55,76.56,83.01,33.85,61.89,76.2
58.09,31.3,35.56,45.48,55.95,40.44,49.37,51.73,69.43,80.02,43.57,46.39,43.74,65.73,68.93,50.64,85.47,60.44,66.89,88.25,90.44,30.96,85.02,92.55,95.93
39.21,45.96,69.98,65.75,63.57,36.58,82.26,67.21,57.98,51.79,48.15,74.29,67.65,66.45,89.21,53.97,39.21,56.89,97.45,89.03,72.9,49.8,107.63,105.32,80.22
55.02,53.02,39.57,37.54,53.23,28.39,45.51,52.47,54.84,41.23,70.17,53.58,60.0,64.31,73.28,146.62,68.98,93.43,74.25,31.78,98.73,68.68,90.49,31.31,104.57
52.75,53.76,55.49,73.31,69.58,65.37,89.96,80.3,65.31,53.54,55.09,63.14,98.59,94.29,68.51,84.34,73.16,29.17,80.05,56.74,103.91,75.09,107.54,61.51,30.03
56.17,40.7,40.38,63.94,61.64,48.91,62.9,78.51,48.25,56.42,57.79,60.26,63.6,57.73,48.23,81.5,73.04,84.66,74.35,58.23,87.3,90.09,68.15,74.52,70.77
54.04,65.92,46.23,67.09,27.77,94.05,58.24,45.52,54.02,64.03,80.69,78.53,92.94,63.5,76.74,54.78,61.76,56.21,73.51,53.18,96.11,72.91,59.89,54.66,112.01
76.78,42.47,43.37,48.44,48.38,43.07,63.43,58.98,60.76,63.76,81.07,41.04,43.69,88.88,70.78,94.25,72.02,53.75,75.04,104.84,50.69,73.06,75.48,55.9,96.51
44.3,62.66,46.01,52.2,47.98,44.02,91.15,48.89,51.76,47.58,56.63,25.47,37.04,66.5,87.47,85.79,75.71,72.97,31.31,69.76,47.44,76.99,65.89,84.45,104.82
45.42,56.7,46.8,36.8,60.99,48.65,43.59,53.43,68.7,70.28,51.22,58.59,44.52,83.33,65.82,99.87,80.6,39.7,64.13,69.27,81.62,66.64,87.26,108.79,74.85
44.46,44.89,46.69,47.7,22.19,59.16,41.87,86.03,86.1,50.41,47.6,69.5,82.62,48.51,33.22,99.0,99.07,52.5,91.66,81.04,43.51,73.82,93.85,29.3,62.92
45.17,71.53,62.58,59.92,86.86,49.89,46.81,53.69,48.06,57.66,71.74,64.44,91.98,60.51,35.25,39.38,71.33,51.87,145.88,81.39,65.05,95.64,95.53,70.25,51.89
44.31,38.87,40.29,69.55,61.64,63.96,57.43,63.04,34.86,70.3,57.83,81.72,50.09,89.24,77.87,46.02,68.18,63.79,45.52,3.3,86.81,70.24,83.98,84.19,50.32
63.48,62.11,55.54,40.71,56.86,43.28,33.7,65.58,29.97,50.37,55.01,69.0,55.4,52.5,55.02,47.93,50.23,52.72,77.25,57.07,99.97,71.37,78.29,91.16,93.16
65.92,63.01,67.01,49.61,69.77,38.04,57.3,43.99,56.82,51.46,48.39,52.98,43.71,61.43,72.64,49.01,75.07,98.42,57.86,41.74,65.79,71.29,90.08,81.02,86.55
45.01,44.62,47.1,52.18,84.3,32.62,79.86,46.03,49.38,68.88,49.07,24.79,33.11,68.36,67.0,71.82,79.35,102.14,108.93,78.01,57.68,99.25,30.8,112.75,73.5
42.26,67.32,44.74,37.25,65.88,27.09,59.04,41.12,62.01,47.13,65.96,58.2,74.85,47.18,62.08,55.8,63.44,29.58,42.6,64.22,77.57,48.73,77.53,74.64,86.43
55.95,49.25,50.35,61.1,66.86,49.27,53.05,45.6,60.92,54.23,40.61,78.45,66.68,56.97,63.31,103.31,77.08,78.34,81.19,70.31,48.99,109.29,74.13,102.86,78.21
45.2,55.18,66.57,45.31,56.63,52.09,48.65,18.1,35.75,68.34,76.42,55.73,63.17,65.91,49.86,100.28,61.59,84.31,41.56,28.43,67.45,47.3,77.58,59.78,96.65
57.65,54.86,55.23,51.66,53.23,47.79,69.13,65.62,32.68,90.81,52.73,62.45,39.9,64.79,64.72,65.88,79.41,78.32,62.79,63.8,70.84,58.26,71.12,75.28,96.44
53.13,50.52,46.89,48.58,49.05,72.16,45.85,86.76,63.29,69.08,58.68,68.74,90.06,85.77,54.77,101.2,83.88,55.5,68.33,92.3,70.43,87.64,82.28,47.32,51.02
35.08,60.92,58.56,44.53,44.67,71.96,81.93,60.07,60.96,67.09,40.28,45.76,54.69,90.2,58.49,92.79,83.62,63.36,89.86,98.19,72.81,93.64,60.65,93.82,81.16
67.25,60.73,40.32,53.92,46.41,51.65,83.1,38.17,52.83,67.96,60.81,71.97,71.8,49.45,59.34,57.89,69.18,53.78,48.0,84.38,53.89,42.53,97.28,71.35,37.45
69.86,32.77,60.84,51.41,38.12,32.68,60.47,49.0,34.97,43.9,55.91,88.19,39.0,65.89,61.03,29.83,47.76,60.01,81.94,43.29,56.1,49.05,83.18,81.87,77.99
44.57,66.35,57.7,49.54,54.05,48.63,56.84,51.58,65.84,61.73,60.22,59.23,59.86,75.46,81.14,62.08,55.68,45.01,69.37,95.19,55.68,77.83,76.24,67.11,88.6
46.93,33.71,49.46,45.26,33.94,48.2,70.91,43.75,77.44,59.55,83.81,43.93,67.81,89.78,62.73,54.4,78.01,65.82,74.32,84.48,37.79,121.23,58.0,86.9,45.44
54.0,63.36,43.36,57.83,57.39,47.46,71.78,70.04,63.03,64.82,63.75,60.93,68.4,76.21,82.91,69.72,112.3,39.45,87.69,67.66,78.01,98.17,90.53,82.74,65.63
54.51,64.39,42.8,73.84,54.55,46.93,46.12,69.34,46.71,61.75,48.68,26.41,65.55,68.95,91.91,67.61,60.7,64.2,43.99,29.5,89.34,66.79,77.44,52.12,75.21
57.91,40.0,59.15,55.68,56.84,47.5,49.89,41.82,59.65,65.7,49.97,67.39,71.16,75.33,79.96,67.13,75.43,44.28,84.81,89.07,87.32,21.2,56.76,53.39,80.26
72.11,47.48,67.13,65.95,48.47,50.97,39.15,68.15,39.19,55.33,70.22,69.24,44.35,75.45,74.35,75.43,56.71,71.93,57.91,58.16,65.62,73.71,71.78,73.39,68.73
49.14,39.84,45.67,37.32,93.46,47.74,62.52,79.38,74.34,60.88,81.13,88.81,66.26,48.23,70.72,44.17,48.98,55.09,90.37,76.92,54.37,79.61,86.53,88.51,48.62
42.62,49.64,58.27,55.89,72.0,58.71,66.0,84.64,60.19,41.58,65.37,58.9,64.88,67.28,80.14,73.4,54.49,73.52,75.52,71.37,86.26,63.96,84.86,114.98,73.78
36.52,48.61,29.0,40.83,39.44,60.68,38.78,98.11,33.36,55.2,71.68,68.54,66.82,88.81,66.56,58.09,28.47,88.55,64.91,100.77,84.1,54.13,83.47,80.67,37.82
43.33,60.58,46.28,36.28,57.91,44.16,50.85,45.37,54.64,80.86,70.45,48.22,64.19,60.47,82.23,69.6,92.04,98.2,57.49,67.49,75.46,75.34,74.99,96.17,69.77
50.65,66.41,52.64,45.13,47.4,72.52,38.81,97.54,65.72,64.78,83.0,56.3,41.99,66.2,75.75,83.23,25.74,19.97,85.05,69.7,106.76,52.21,95.06,38.52,65.07
69.84,67.35,42.54,68.3,42.32,43.26,44.87,53.04,54.17,59.69,30.78,37.6,41.26,59.88,58.7,43.96,62.12,52.15,93.59,101.57,70.46,111.32,99.61,118.29,71.98
45.57,45.82,42.23,65.4,38.25,34.97,64.44,49.71,55.0,88.44,71.34,58.88,26.46,24.66,80.68,60.94,45.2,62.24,58.61,56.84,65.73,103.85,88.85,87.33,62.42
53.35,49.7,45.32,56.92,60.4,60.95,47.1,62.58,41.25,39.59,76.25,57.12,76.49,64.35,66.6,63.87,50.64,76.75,46.91,86.29,62.8,85.82,60.37,72.91,41.08
50.83,33.48,56.36,35.61,46.48,45.37,52.94,49.85,67.21,43.36,40.25,66.79,76.66,69.13,63.14,56.74,92.47,36.64,82.54,66.03,39.0,73.88,50.25,70.38,66.76
63.48,43.14,50.85,51.64,67.1,60.18,35.03,63.59,49.6,85.69,47.27,52.02,76.92,55.29,56.67,82.2,70.72,49.34,40.75,49.95,84.56,58.14,61.31,49.64,95.94
77.53,62.61,27.26,57.62,67.42,24.75,59.52,39.52,27.73,60.69,47.81,63.33,68.06,44.37,67.91,53.03,49.14,70.48,43.54,70.02,68.84,71.56,115.0,55.93,103.38
45.43,69.77,28.61,56.11,72.17,74.1,56.4,54.66,53.62,56.36,49.7,56.67,27.8,49.03,82.44,56.0,56.09,69.61,48.28,83.83,81.45,106.43,79.06,116.03,129.89
45.86,38.42,46.02,31.87,44.35,64.74,47.16,76.0,73.23,42.01,53.53,56.7,46.06,76.99,80.56,53.22,52.84,75.17,60.9,97.07,108.76,90.24,118.72,52.24,113.06
61.96,45.48,58.26,43.32,60.94,36.49,54.45,57.2,53.39,66.72,64.76,63.29,65.81,97.53,71.18,85.66,66.19,76.43,42.94,99.49,62.99,76.28,70.42,51.82,48.07
58.16,51.71,21.4,53.23,62.91,36.78,59.43,59.98,84.2,68.17,74.42,62.65,65.24,87.5,75.49,57.14,70.2,74.43,31.19,64.1,23.07,91.4,67.44,58.55,65.81
70.39,55.08,47.25,60.44,49.07,77.74,46.0,64.65,65.22,43.58,77.76,74.18,59.32,41.15,87.25,74.28,102.07,71.68,46.86,50.26,80.86,83.46,71.41,47.64,74.49
57.13,43.09,46.95,27.65,45.35,46.41,37.07,74.39,63.91,57.9,48.01,60.07,69.09,78.53,62.38,101.56,31.55,69.06,81.53,63.63,74.42,80.32,71.02,74.34,73.07
47.23,56.66,68.97,52.05,75.12,45.16,81.38,34.83,57.14,54.97,47.91,56.4,63.19,52.73,45.48,64.65,66.36,80.63,44.2,46.37,55.98,92.59,56.37,97.96,76.56
57.2,46.79,48.57,55.72,57.84,26.54,48.45,66.18,58.01,63.84,81.4,59.11,64.99,54.1,87.77,86.02,61.16,25.45,62.36,65.65,79.14,82.86,48.3,60.57,129.17
62.64,51.84,57.4,64.2,62.95,51.44,55.69,54.25,55.18,43.21,71.02,50.57,52.46,56.15,55.73,96.08,84.51,97.34,106.96,63.17,87.11,90.03,83.78,43.79,50.65
59.62,58.01,54.62,62.31,44.72,53.04,70.65,60.33,54.62,78.78,62.28,56.24,79.2,76.0,52.92,84.49,73.56,26.11,68.04,84.55,51.59,75.39,95.68,80.42,58.95
56.33,52.07,28.5,60.99,39.76,65.3,104.64,72.84,66.7,73.74,68.34,94.5,55.89,80.31,33.57,65.7,77.92,47.5,75.68,25.88,64.82,66.66,125.57,72.77,111.99
62.2,47.2,61.83,44.4,47.88,37.81,40.2,41.28,45.43,54.55,60.54,47.4,41.04,62.33,75.0,77.56,73.38,63.69,50.55,55.33,101.27,60.49,63.68,96.06,61.14
63.28,50.79,55.48,31.1,53.45,36.24,63.07,43.82,43.4,56.75,69.13,57.54,50.28,62.62,36.62,42.83,49.76,80.78,111.19,55.49,56.21,57.99,65.42,64.0,83.86
65.51,51.03,58.85,49.28,41.7,61.86,47.45,30.9,42.71,57.95,55.79,55.8,57.25,71.89,51.87,51.96,89.41,11.09,58.44,93.74,72.37,38.29,56.42,68.28,98.28
57.81,47.93,98.15,66.02,54.88,69.09,49.73,50.31,88.66,48.33,65.17,58.05,79.4,73.66,75.29,55.12,81.77,67.47,64.55,47.72,17.2,52.85,97.2,70.71,85.95
49.25,49.15,29.03,70.72,33.89,35.58,47.28,76.63,66.69,53.35,37.59,56.7,62.3,84.0,77.63,106.33,83.94,83.06,94.68,74.53,40.62,52.24,90.52,75.96,79.31
52.54,69.59,72.83,62.53,41.0,70.06,41.8,56.31,63.42,55.95,50.34,66.47,59.93,42.17,53.6,51.37,90.38,86.9,65.46,67.44,74.23,61.35,54.15,65.36,96.12
63.67,58.17,49.69,59.15,63.39,56.49,56.44,39.24,43.67,84.19,50.51,34.64,42.4,64.34,62.65,51.11,74.73,54.75,69.93,90.86,96.17,104.81,53.6,61.8,54.91
42.42,48.75,56.3,58.56,62.55,70.19,37.09,51.2,68.04,74.2,55.2,78.59,75.96,45.84,49.73,47.21,94.4,62.28,63.51,81.92,43.08,68.69,93.48,33.29,63.83
54.87,59.67,52.48,47.33,50.1,55.09,69.78,37.17,57.31,74.02,46.64,72.12,52.24,63.13,55.4,76.08,73.99,56.29,63.64,72.42,72.53,77.08,81.24,61.56,87.05
46.87,48.33,48.12,52.44,42.28,23.21,57.74,42.25,62.11,65.55,52.73,42.11,61.35,60.16,69.66,68.57,62.95,60.54,76.22,58.91,63.3,77.74,89.31,89.73,28.44
51.3,64.9,46.45,74.03,42.16,54.02,62.7,63.44,44.84,43.24,37.53,25.69,87.42,63.21,56.22,85.56,66.88,48.4,79.78,32.95,90.54,105.34,54.02,92.71,106.87
64.42,56.07,56.79,42.69,50.33,69.78,50.71,41.57,61.32,59.38,69.5,46.37,71.39,50.4,60.73,78.08,66.56,51.1,56.46,74.94,46.04,59.91,32.63,63.64,81.83
53.01,50.82,35.55,73.38,63.06,44.38,52.04,73.58,52.85,74.56,59.72,58.12,36.13,38.72,39.37,41.15,57.39,76.25,54.06,80.61,79.82,67.33,54.19,102.59,78.44
51.49,56.92,61.63,50.14,66.6,50.96,60.88,57.0,47.9,41.13,34.57,103.28,33.8,28.39,84.83,51.47,97.19,70.5,57.12,38.5,57.6,69.77,87.79,73.37,38.31
36.72,34.72,48.21,69.91,48.79,53.71,41.29,59.2,69.64,69.55,48.06,70.69,61.94,61.77,73.93,90.58,72.48,77.34,41.68,45.33,75.57,95.87,118.39,44.57,46.05
58.84,39.61,40.0,37.12,40.58,18.31,52.17,54.1,36.7,94.84,66.22,33.08,42.99,56.67,78.88,62.34,68.75,72.07,37.99,75.05,72.41,100.23,63.77,37.65,66.03
57.78,38.87,47.82,61.03,58.35,77.73,45.4,68.82,67.19,75.93,52.58,50.97,73.7,52.51,87.58,87.38,74.18,81.38,74.79,76.78,65.84,81.97,121.93,100.8,93.17
73.71,53.57,67.46,45.16,44.71,44.28,44.98,68.96,68.93,81.21,50.2,61.15,63.7,86.48,50.56,63.31,122.13,84.69,87.3,50.19,80.8,97.89,90.84,65.79,28.28
47.77,71.06,46.84,37.02,48.52,62.57,28.52,62.69,46.25,63.28,59.84,66.06,65.73,49.39,58.73,48.58,46.06,34.91,85.99,58.52,71.89,75.73,43.05,47.29,92.74
53.3,76.54,57.12,56.62,71.57,54.87,75.08,65.91,47.11,74.52,66.33,40.96,51.34,88.09,31.84,60.54,51.37,51.77,22.55,33.27,68.28,68.38,77.6,24.3,66.9
53.62,59.02,44.59,66.11,65.34,72.35,47.73,55.03,55.77,49.23,38.74,59.84,91.73,91.61,119.96,48.58,41.46,63.6,64.22,97.55,63.69,96.75,91.58,65.29,69.97
67.56,57.51,61.72,43.86,56.97,61.28,72.71,65.59,63.09,71.94,69.53,50.52,109.9,30.83,62.38,55.82,62.7,67.57,47.51,44.0,72.59,82.24,20.85,82.9,80.71
50.0,32.19,60.88,36.01,39.1,52.95,71.43,53.27,56.78,69.82,48.6,44.34,58.4,65.57,83.18,69.62,71.54,55.27,71.8,80.85,75.55,56.55,86.86,58.65,81.06
53.93,46.03,74.26,52.9,57.64,44.38,39.64,58.03,65.29,64.35,60.72,66.15,68.83,57.21,43.33,75.21,58.39,85.33,60.85,69.3,50.72,92.95,98.21,50.83,58.97
57.38,43.33,50.98,52.95,68.28,66.37,42.31,54.15,84.56,79.74,60.45,74.38,64.61,14.5,82.44,37.38,57.02,105.62,80.54,95.79,63.84,67.62,81.58,61.91,89.06
52.96,45.17,60.69,60.58,50.3,31.65,91.57,51.6,51.64,51.92,52.83,75.46,58.72,39.44,97.51,65.69,69.63,71.54,68.63,54.15,49.37,65.05,71.67,101.35,22.81
46.31,50.15,54.13,65.4,71.89,64.4,80.64,48.35,34.13,57.19,45.13,71.19,49.27,77.17,63.95,55.44,57.71,69.6,32.03,71.23,70.18,90.75,69.28,43.35,64.87
53.04,46.81,67.9,53.29,71.16,41.71,56.57,64.55,70.98,61.43,56.57,54.04,45.1,98.33,47.31,54.33,72.74,84.14,50.14,36.03,58.86,70.13,68.03,59.88,78.46
62.27,30.23,44.73,76.27,75.8,72.28,60.47,76.35,83.41,44.56,86.19,73.43,44.26,79.35,62.57,68.39,87.61,32.55,69.11,31.23,86.8,80.17,47.72,100.64,67.24
40.22,60.23,61.57,56.69,58.82,58.1,48.48,74.4,64.7,63.4,39.89,66.94,69.69,69.5,26.03,56.09,79.53,68.54,70.76,81.93,84.79,85.9,58.22,84.87,33.89
52.4,40.2,50.76,49.84,62.34,64.37,62.84,40.41,43.23,34.22,87.23,64.14,54.43,63.64,64.34,90.88,83.3,86.6,41.59,34.3,52.08,55.56,64.04,77.94,92.06
43.65,54.63,52.26,34.66,72.68,57.07,47.32,76.05,57.2,75.7,56.97,52.21,20.46,92.61,79.37,87.39,87.09,55.78,39.04,65.44,70.95,80.08,75.44,59.73,46.91
63.55,74.81,54.06,50.85,60.59,33.22,29.56,53.55,42.78,60.7,61.55,54.05,70.34,100.52,64.37,87.27,72.23,44.7,70.1,90.23,84.09,100.34,61.03,74.67,73.48
35.01,41.89,55.9,49.96,48.73,44.81,39.16,66.41,68.32,52.19,44.16,63.18,62.37,54.02,60.03,57.09,64.07,64.47,41.63,84.93,67.41,51.91,54.31,62.17,78.44
45.13,24.17,51.66,65.52,49.39,64.74,57.28,45.31,39.41,47.48,49.05,101.04,85.22,30.0,74.23,48.68,52.71,66.85,36.46,56.71,56.07,81.45,89.34,55.09,75.45
54.96,48.85,55.47,59.55,57.98,58.17,41.73,59.99,54.65,56.48,53.2,66.82,69.16,28.33,75.57,67.48,59.76,50.74,60.32,38.23,48.61,54.58,80.97,50.24,101.3
67.44,64.11,71.15,39.85,38.87,71.35,56.09,62.39,44.44,70.32,44.79,52.22,38.6,86.47,35.95,63.29,57.31,107.83,59.48,80.19,88.51,93.45,61.41,91.25,73.8
50.31,73.54,64.33,56.07,53.21,61.24,42.49,37.22,60.84,68.22,57.76,48.68,26.21,63.2,66.55,55.04,80.54,58.9,51.87,96.85,89.51,93.25,83.88,72.67,84.62
45.17,38.47,63.0,62.06,68.71,43.43,46.44,66.52,53.69,49.42,54.69,54.13,51.13,67.12,107.63,44.84,73.42,46.08,55.28,56.76,66.74,64.56,63.26,80.92,73.74
70.75,57.46,47.76,72.34,27.61,45.65,68.52,76.84,61.56,47.31,89.69,96.84,52.69,33.56,41.64,65.25,79.89,66.22,69.27,53.93,86.71,118.4,74.36,77.34,88.79
35.8,46.88,42.77,64.65,74.18,57.34,60.34,55.55,59.32,69.85,42.93,55.61,78.56,51.2,63.51,58.73,45.53,85.25,54.96,59.5,10.21,95.24,93.96,83.7,106.35
27.91,50.83,63.99,63.13,69.03,25.92,56.87,77.04,44.69,49.16,62.59,76.51,62.85,58.98,98.98,78.39,93.49,68.33,70.38,81.43,98.21,86.85,60.02,68.4,78.09
55.62,81.09,63.07,54.72,49.25,77.75,68.87,55.34,68.09,60.9,64.84,55.99,81.71,67.53,84.32,77.97,59.1,77.23,61.58,94.57,67.78,85.66,47.79,63.4,92.59
45.73,35.47,69.94,58.66,61.79,61.74,63.49,69.89,58.29,61.86,44.41,66.18,41.14,57.22,56.02,85.81,46.65,51.44,72.27,45.21,73.91,92.66,69.88,56.06,107.74
40.28,54.79,46.05,68.99,55.04,71.95,76.53,26.94,44.67,64.68,71.65,74.67,78.93,46.37,68.61,43.33,58.87,96.27,86.13,40.03,64.43,51.09,43.69,42.89,105.54
58.44,57.14,50.36,38.01,70.37,35.45,50.79,91.86,91.49,72.87,54.83,52.85,74.9,50.66,64.96,73.22,112.95,78.67,85.37,116.8,99.61,76.09,67.03,49.32,66.33
53.56,63.94,34.15,49.81,67.28,72.18,51.2,78.94,65.91,41.06,22.37,51.74,29.7,84.54,51.91,52.91,59.83,87.91,94.12,66.45,49.26,80.05,66.97,65.96,98.32
45.08,53.08,48.49,44.73,37.5,85.01,39.44,54.02,56.78,31.33,71.23,88.54,84.82,68.16,63.7,44.03,60.99,74.94,85.34,75.06,101.23,63.6,20.03,38.73,80.6
37.56,55.39,64.46,58.55,62.34,38.83,51.21,30.39,79.52,51.49,43.69,77.75,64.54,74.41,60.1,58.29,63.45,83.67,73.65,56.16,79.12,81.76,84.41,43.59,100.14
60.16,47.69,47.64,68.76,52.43,66.03,70.02,62.03,85.71,87.02,44.76,74.65,69.47,48.72,66.97,85.24,64.25,51.41,60.55,79.8,83.76,97.87,69.07,96.93,87.79
57.83,54.96,60.37,46.84,56.04,56.01,74.55,37.79,56.89,90.33,71.66,74.6,48.73,13.79,51.9,59.3,52.54,58.66,61.44,89.2,64.25,63.14,98.41,78.93,81.2
49.96,48.22,50.81,25.32,45.9,35.92,69.96,64.23,64.04,87.47,55.62,69.35,84.04,55.11,42.66,94.18,69.65,93.58,51.88,76.0,44.18,70.86,77.63,64.06,84.76
70.39,58.84,56.73,49.05,76.85,62.41,32.78,63.76,44.67,57.11,75.23,94.28,43.43,49.27,64.28,75.88,86.9,97.64,69.09,104.82,90.08,54.77,88.82,123.97,80.74
39.76,47.93,39.8,64.96,68.0,66.84,71.62,44.82,56.87,33.27,79.76,62.7,76.73,69.93,95.01,58.91,72.81,46.21,82.6,63.47,77.38,34.47,98.59,37.74,81.62
34.98,56.15,53.98,60.45,45.75,48.19,32.18,73.69,56.11,24.85,51.0,71.24,76.54,119.86,66.44,86.88,46.44,72.74,54.85,64.74,98.91,88.36,70.17,95.46,71.43
43.73,51.68,18.6,59.14,38.32,71.16,69.12,69.28,61.68,50.79,73.3,38.79,46.93,75.82,59.2,74.02,60.63,59.81,68.27,74.63,67.03,71.46,72.98,71.55,69.34
50.52,64.39,50.85,50.64,50.18,34.33,52.03,71.66,63.83,57.03,49.29,48.8,95.73,110.51,78.2,49.21,56.8,54.76,55.79,79.3,62.41,73.0,39.17,91.27,114.67
53.56,51.43,34.25,38.65,60.43,36.57,66.48,58.12,67.12,79.51,95.61,42.79,66.82,73.67,62.23,99.46,67.98,73.41,73.08,74.56,99.46,51.28,99.65,76.4,85.74
48.47,32.5,66.87,60.18,58.0,57.78,39.01,38.18,62.45,73.02,50.26,82.39,73.79,53.29,97.69,70.67,91.61,89.68,58.29,44.31,110.19,68.1,69.87,32.81,62.1
54.7,65.88,61.94,43.99,70.66,56.33,72.81,71.69,41.44,63.41,76.9,21.16,37.8,69.91,64.93,66.34,64.25,76.58,54.58,76.25,71.19,95.03,51.38,76.1,68.76
37.86,42.04,58.37,80.21,64.87,46.68,37.22,54.21,45.39,46.65,74.08,55.56,97.94,94.27,77.26,50.6,65.37,61.93,55.74,62.52,55.57,72.02,88.9,81.38,98.77
66.16,44.81,70.49,60.85,67.12,66.52,47.98,38.54,51.08,45.59,65.9,14.1,42.79,95.1,51.79,87.23,99.89,77.78,78.81,58.38,87.62,72.61,26.13,25.78,58.44
50.14,45.45,42.09,47.03,59.09,62.9,43.53,76.93,54.91,63.81,50.61,48.7,79.91,54.22,73.8,75.31,83.21,61.16,67.11,70.65,65.79,76.36,63.77,116.77,41.65
62.73,67.12,73.09,46.66,37.63,67.16,33.32,87.39,74.24,70.46,58.65,54.14,46.59,68.3,69.81,77.33,77.62,75.83,60.65,50.77,83.28,46.04,92.53,80.85,43.31
54.6,28.51,63.72,52.88,52.55,54.4,58.28,57.42,42.14,65.88,27.62,84.16,52.79,39.7,64.01,56.86,103.23,94.53,74.1,47.29,65.68,85.12,63.59,88.78,36.1
55.8,86.52,50.28,51.13,68.25,63.83,81.38,88.23,53.82,44.48,64.48,68.35,76.01,78.02,56.22,81.01,76.06,28.53,60.92,17.69,103.06,45.64,57.56,48.36,45.78
56.98,63.62,66.06,67.4,54.36,50.21,93.0,59.28,72.82,69.76,66.42,48.67,79.95,90.41,53.83,82.41,30.25,83.15,90.97,104.94,56.66,52.27,64.05,89.19,48.43
55.7,54.46,40.28,56.24,61.29,82.7,58.31,52.67,54.65,66.39,63.07,79.06,42.02,64.68,69.94,53.96,82.4,38.76,50.01,81.11,80.85,49.97,29.79,97.97,106.17
57.75,51.4,43.52,45.22,51.02,45.44,72.08,49.17,65.68,43.94,14.91,62.29,80.99,52.65,76.01,40.49,37.55,91.34,65.35,67.66,60.98,68.32,88.38,79.58,73.96
64.96,55.14,46.0,76.69,42.13,83.37,60.13,80.92,56.98,48.24,41.38,62.6,80.24,70.12,62.77,76.46,75.36,55.9,41.61,56.66,65.23,64.6,70.36,73.79,66.83
53.06,57.73,46.92,54.59,53.46,56.45,63.73,47.08,62.72,70.33,49.4,42.76,47.52,71.1,70.03,37.68,35.3,44.86,62.24,12.48,62.55,71.97,67.15,54.34,42.52
58.44,59.1,40.85,63.23,58.86,38.12,52.38,68.29,55.69,56.48,65.52,46.16,89.38,65.38,64.34,68.74,58.36,81.21,36.25,55.43,86.14,52.99,67.22,69.24,71.78
50.06,58.11,67.07,46.7,46.8,73.79,59.63,50.17,68.67,83.84,65.48,48.8,38.96,67.04,66.72,57.95,60.27,74.92,83.55,84.32,89.83,93.12,73.3,62.74,35.91
